County, FIPS,cancer_incidence_per_100000
"Ouray County, Colorado(6,10)",8091,307.1
"La Salle County, Texas(6,10)",48283,307.1
"Harding County, South Dakota(6,10)",46063,305.7
"Carson County, Texas(6,10)",48065,305.1
"Jackson County, Florida(6,10)",12063,304.5
"Union County, New Mexico(7,8)",35059,303
"Lynn County, Texas(6,10)",48305,303
"Dickens County, Texas(6,10)",48125,300.1
"Sitka Borough, Alaska(6,10)",2220,298.1
"Kinney County, Texas(6,10)",48271,297.2
"Jackson County, South Dakota(6,10)",46071,296.6
"Santa Cruz County, Arizona(6,10)",4023,296.2
"Newton County, Missouri(6,10)",29145,296
"Webster County, Georgia(7,9)",13307,295.7
"Manassas Park City, Virginia(6,10)",51685,295.4
"Jeff Davis County, Texas(6,10)",48243,294.6
"Garfield County, Washington(6,10)",53023,293.6
"Madison County, Florida(6,10)",12079,293.5
"Fairfax City, Virginia(6,10)",51600,289.2
"Archer County, Texas(6,10)",48009,289.2
"Maries County, Missouri(6,10)",29125,287.4
"McPherson County, South Dakota(6,10)",46089,284.8
"Sterling County, Texas(6,10)",48431,284.3
"Gunnison County, Colorado(6,10)",8051,283.5
"Hayes County, Nebraska(6,10)",31085,282.4
"Ziebach County, South Dakota(6,10)",46137,281
"Crook County, Wyoming(6,10)",56011,280.9
"Jackson County, Colorado(6,10)",8057,279.8
"Menard County, Texas(6,10)",48327,279.3
"Campbell County, South Dakota(6,10)",46021,279
"Pierce County, Wisconsin(6,10)",55093,278.5
"Hartley County, Texas(6,10)",48205,275.7
"Sherman County, Texas(6,10)",48421,275.6
"Apache County, Arizona(6,10)",4001,269.9
"Bristol City, Virginia(6,10)",51520,265.7
"San Juan County, Utah(7,8)",49037,261.1
"Edwards County, Texas(6,10)",48137,261
"Holmes County, Florida(6,10)",12059,259.6
"Garza County, Texas(6,10)",48169,259.5
"Summit County, Colorado(6,10)",8117,259
"McKenzie County, North Dakota(6,10)",38053,254.7
"Aleutians East Borough, Alaska(6,10)",2013,234.6
"Dolores County, Colorado(6,10)",8033,234
"Doddridge County, West Virginia(6,10)",54017,234
"Glasscock County, Texas(6,10)",48173,233.4
"Daggett County, Utah(7)",49009,232.3
"Stanton County, Nebraska(6,10)",31167,221.5
"Hudspeth County, Texas(6,10)",48229,214.8
"Presidio County, Texas(6,10)",48377,211.1
"Carter County, Montana(6,10)",30011,210.9
"Culberson County, Texas(6,10)",48109,206.5
"Aleutians West Census Area, Alaska(6,10)",2016,201.3
"Sioux County, Nebraska(6,10)",31165,179.8
"Arthur County, Nebraska(6,10)",31005,* 
"Banner County, Nebraska(6,10)",31007,* 
"Billings County, North Dakota(6,10)",38007,* 
"Blaine County, Nebraska(6,10)",31009,* 
"Borden County, Texas(6,10)",48033,* 
"Kalawao County, Hawaii(7,9)",15005,* 
"Kenedy County, Texas(6,10)",48261,* 
"King County, Texas(6,10)",48269,* 
"Loving County, Texas(6,10)",48301,* 
"McPherson County, Nebraska(6,10)",31117,* 
"Roberts County, Texas(6,10)",48393,* 
"Slope County, North Dakota(6,10)",38087,* 
"Yakutat City and Borough, Alaska(6,10)",2282,* 
"Aitkin County, Minnesota(6)",27001,_ 
"Allen County, Kansas(6)",20001,_ 
"Anderson County, Kansas(6)",20003,_ 
"Anoka County, Minnesota(6)",27003,_ 
"Atchison County, Kansas(6)",20005,_ 
"Barber County, Kansas(6)",20007,_ 
"Barton County, Kansas(6)",20009,_ 
"Becker County, Minnesota(6)",27005,_ 
"Beltrami County, Minnesota(6)",27007,_ 
"Benton County, Minnesota(6)",27009,_ 
"Big Stone County, Minnesota(6)",27011,_ 
"Blue Earth County, Minnesota(6)",27013,_ 
"Bourbon County, Kansas(6)",20011,_ 
"Brown County, Kansas(6)",20013,_ 
"Brown County, Minnesota(6)",27015,_ 
"Butler County, Kansas(6)",20015,_ 
"Carlton County, Minnesota(6)",27017,_ 
"Carver County, Minnesota(6)",27019,_ 
"Cass County, Minnesota(6)",27021,_ 
"Chase County, Kansas(6)",20017,_ 
"Chautauqua County, Kansas(6)",20019,_ 
"Cherokee County, Kansas(6)",20021,_ 
"Cheyenne County, Kansas(6)",20023,_ 
"Chippewa County, Minnesota(6)",27023,_ 
"Chisago County, Minnesota(6)",27025,_ 
"Clark County, Kansas(6)",20025,_ 
"Clay County, Kansas(6)",20027,_ 
"Clay County, Minnesota(6)",27027,_ 
"Clearwater County, Minnesota(6)",27029,_ 
"Cloud County, Kansas(6)",20029,_ 
"Coffey County, Kansas(6)",20031,_ 
"Comanche County, Kansas(6)",20033,_ 
"Cook County, Minnesota(6)",27031,_ 
"Cottonwood County, Minnesota(6)",27033,_ 
"Cowley County, Kansas(6)",20035,_ 
"Crawford County, Kansas(6)",20037,_ 
"Crow Wing County, Minnesota(6)",27035,_ 
"Dakota County, Minnesota(6)",27037,_ 
"Decatur County, Kansas(6)",20039,_ 
"Dickinson County, Kansas(6)",20041,_ 
"Dodge County, Minnesota(6)",27039,_ 
"Doniphan County, Kansas(6)",20043,_ 
"Douglas County, Kansas(6)",20045,_ 
"Douglas County, Minnesota(6)",27041,_ 
"Edwards County, Kansas(6)",20047,_ 
"Elk County, Kansas(6)",20049,_ 
"Ellis County, Kansas(6)",20051,_ 
"Ellsworth County, Kansas(6)",20053,_ 
"Faribault County, Minnesota(6)",27043,_ 
"Fillmore County, Minnesota(6)",27045,_ 
"Finney County, Kansas(6)",20055,_ 
"Ford County, Kansas(6)",20057,_ 
"Franklin County, Kansas(6)",20059,_ 
"Freeborn County, Minnesota(6)",27047,_ 
"Geary County, Kansas(6)",20061,_ 
"Goodhue County, Minnesota(6)",27049,_ 
"Gove County, Kansas(6)",20063,_ 
"Graham County, Kansas(6)",20065,_ 
"Grant County, Kansas(6)",20067,_ 
"Grant County, Minnesota(6)",27051,_ 
"Gray County, Kansas(6)",20069,_ 
"Greeley County, Kansas(6)",20071,_ 
"Greenwood County, Kansas(6)",20073,_ 
"Hamilton County, Kansas(6)",20075,_ 
"Harper County, Kansas(6)",20077,_ 
"Harvey County, Kansas(6)",20079,_ 
"Haskell County, Kansas(6)",20081,_ 
"Hennepin County, Minnesota(6)",27053,_ 
"Hodgeman County, Kansas(6)",20083,_ 
"Houston County, Minnesota(6)",27055,_ 
"Hubbard County, Minnesota(6)",27057,_ 
"Isanti County, Minnesota(6)",27059,_ 
"Itasca County, Minnesota(6)",27061,_ 
"Jackson County, Kansas(6)",20085,_ 
"Jackson County, Minnesota(6)",27063,_ 
"Jefferson County, Kansas(6)",20087,_ 
"Jewell County, Kansas(6)",20089,_ 
"Johnson County, Kansas(6)",20091,_ 
"Kanabec County, Minnesota(6)",27065,_ 
"Kandiyohi County, Minnesota(6)",27067,_ 
"Kearny County, Kansas(6)",20093,_ 
"Kingman County, Kansas(6)",20095,_ 
"Kiowa County, Kansas(6)",20097,_ 
"Kittson County, Minnesota(6)",27069,_ 
"Koochiching County, Minnesota(6)",27071,_ 
"Labette County, Kansas(6)",20099,_ 
"Lac qui Parle County, Minnesota(6)",27073,_ 
"Lake County, Minnesota(6)",27075,_ 
"Lake of the Woods County, Minnesota(6)",27077,_ 
"Lane County, Kansas(6)",20101,_ 
"Le Sueur County, Minnesota(6)",27079,_ 
"Leavenworth County, Kansas(6)",20103,_ 
"Lincoln County, Kansas(6)",20105,_ 
"Lincoln County, Minnesota(6)",27081,_ 
"Linn County, Kansas(6)",20107,_ 
"Logan County, Kansas(6)",20109,_ 
"Lyon County, Kansas(6)",20111,_ 
"Lyon County, Minnesota(6)",27083,_ 
"Mahnomen County, Minnesota(6)",27087,_ 
"Marion County, Kansas(6)",20115,_ 
"Marshall County, Kansas(6)",20117,_ 
"Marshall County, Minnesota(6)",27089,_ 
"Martin County, Minnesota(6)",27091,_ 
"McLeod County, Minnesota(6)",27085,_ 
"McPherson County, Kansas(6)",20113,_ 
"Meade County, Kansas(6)",20119,_ 
"Meeker County, Minnesota(6)",27093,_ 
"Miami County, Kansas(6)",20121,_ 
"Mille Lacs County, Minnesota(6)",27095,_ 
"Mitchell County, Kansas(6)",20123,_ 
"Montgomery County, Kansas(6)",20125,_ 
"Morris County, Kansas(6)",20127,_ 
"Morrison County, Minnesota(6)",27097,_ 
"Morton County, Kansas(6)",20129,_ 
"Mower County, Minnesota(6)",27099,_ 
"Murray County, Minnesota(6)",27101,_ 
"Nemaha County, Kansas(6)",20131,_ 
"Neosho County, Kansas(6)",20133,_ 
"Ness County, Kansas(6)",20135,_ 
"Nicollet County, Minnesota(6)",27103,_ 
"Nobles County, Minnesota(6)",27105,_ 
"Norman County, Minnesota(6)",27107,_ 
"Norton County, Kansas(6)",20137,_ 
"Olmsted County, Minnesota(6)",27109,_ 
"Osage County, Kansas(6)",20139,_ 
"Osborne County, Kansas(6)",20141,_ 
"Ottawa County, Kansas(6)",20143,_ 
"Otter Tail County, Minnesota(6)",27111,_ 
"Pawnee County, Kansas(6)",20145,_ 
"Pennington County, Minnesota(6)",27113,_ 
"Phillips County, Kansas(6)",20147,_ 
"Pine County, Minnesota(6)",27115,_ 
"Pipestone County, Minnesota(6)",27117,_ 
"Polk County, Minnesota(6)",27119,_ 
"Pope County, Minnesota(6)",27121,_ 
"Pottawatomie County, Kansas(6)",20149,_ 
"Pratt County, Kansas(6)",20151,_ 
"Ramsey County, Minnesota(6)",27123,_ 
"Rawlins County, Kansas(6)",20153,_ 
"Red Lake County, Minnesota(6)",27125,_ 
"Redwood County, Minnesota(6)",27127,_ 
"Reno County, Kansas(6)",20155,_ 
"Renville County, Minnesota(6)",27129,_ 
"Republic County, Kansas(6)",20157,_ 
"Rice County, Kansas(6)",20159,_ 
"Rice County, Minnesota(6)",27131,_ 
"Riley County, Kansas(6)",20161,_ 
"Rock County, Minnesota(6)",27133,_ 
"Rooks County, Kansas(6)",20163,_ 
"Roseau County, Minnesota(6)",27135,_ 
"Rush County, Kansas(6)",20165,_ 
"Russell County, Kansas(6)",20167,_ 
"Saline County, Kansas(6)",20169,_ 
"Scott County, Kansas(6)",20171,_ 
"Scott County, Minnesota(6)",27139,_ 
"Sedgwick County, Kansas(6)",20173,_ 
"Seward County, Kansas(6)",20175,_ 
"Shawnee County, Kansas(6)",20177,_ 
"Sherburne County, Minnesota(6)",27141,_ 
"Sheridan County, Kansas(6)",20179,_ 
"Sherman County, Kansas(6)",20181,_ 
"Sibley County, Minnesota(6)",27143,_ 
"Smith County, Kansas(6)",20183,_ 
"St. Louis County, Minnesota(6)",27137,_ 
"Stafford County, Kansas(6)",20185,_ 
"Stanton County, Kansas(6)",20187,_ 
"Stearns County, Minnesota(6)",27145,_ 
"Steele County, Minnesota(6)",27147,_ 
"Stevens County, Kansas(6)",20189,_ 
"Stevens County, Minnesota(6)",27149,_ 
"Sumner County, Kansas(6)",20191,_ 
"Swift County, Minnesota(6)",27151,_ 
"Thomas County, Kansas(6)",20193,_ 
"Todd County, Minnesota(6)",27153,_ 
"Traverse County, Minnesota(6)",27155,_ 
"Trego County, Kansas(6)",20195,_ 
"Wabasha County, Minnesota(6)",27157,_ 
"Wabaunsee County, Kansas(6)",20197,_ 
"Wadena County, Minnesota(6)",27159,_ 
"Wallace County, Kansas(6)",20199,_ 
"Waseca County, Minnesota(6)",27161,_ 
"Washington County, Kansas(6)",20201,_ 
"Washington County, Minnesota(6)",27163,_ 
"Watonwan County, Minnesota(6)",27165,_ 
"Wichita County, Kansas(6)",20203,_ 
"Wilkin County, Minnesota(6)",27167,_ 
"Wilson County, Kansas(6)",20205,_ 
"Winona County, Minnesota(6)",27169,_ 
"Woodson County, Kansas(6)",20207,_ 
"Wright County, Minnesota(6)",27171,_ 
"Wyandotte County, Kansas(6)",20209,_ 
"Yellow Medicine County, Minnesota(6)",27173,_ 
"Carson City, Nevada(6)",32510,__ 
"Churchill County, Nevada(6)",32001,__ 
"Clark County, Nevada(6)",32003,__ 
"Douglas County, Nevada(6)",32005,__ 
"Elko County, Nevada(6)",32007,__ 
"Esmeralda County, Nevada(6)",32009,__ 
"Eureka County, Nevada(6)",32011,__ 
"Humboldt County, Nevada(6)",32013,__ 
"Lander County, Nevada(6)",32015,__ 
"Lincoln County, Nevada(6)",32017,__ 
"Lyon County, Nevada(6)",32019,__ 
"Mineral County, Nevada(6)",32021,__ 
"Nye County, Nevada(6)",32023,__ 
"Pershing County, Nevada(6)",32027,__ 
"Storey County, Nevada(6)",32029,__ 
"Washoe County, Nevada(6)",32031,__ 
"White Pine County, Nevada(6)",32033,__ 
Created by statecancerprofiles.cancer.gov on 04/23/2016 4:11 pm.,,
Data for the United States does not include data from Nevada.,,
State Cancer Registries may provide more current or more local data.,,
"Ê Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [http://seer.cancer.gov/popdata/] by NCI. The 1969-2013 US Population Data File [http://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates.",,
"ˆ Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information.",,
 _ Data not available because of state legislation and regulations which prohibit the release of county level data to outside entities.,,
# Data do not include cases diagnosed in other states for those states in which the data exchange agreement specifically prohibits the release of data to third parties.,,
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 cases were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3).",,
"_ The total count for the US (SEER+NPCR) may differ from the summation of the individual states reported in this table. The total uses data from the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) January 2015 data submission for the following states: California, Kentucky, Louisiana, and New Jersey but data for those states when shown individually are sourced from the SEER November 2014 submission. [http://seer.cancer.gov]",,
__ Data not available for Nevada.,,
1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2014 data submission and SEER November 2014 submission.,,
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2014 data submission. State rates include rates from metropolitan areas funded by SEER.,,
7 Source: SEER November 2014 submission.,,
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( http://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2013 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2014 data. ",,
"9 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ )  Rates are age-adjusted to the 2000 US ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. 1969-2013 US Population Data File is used with SEER November 2014 data. ",,
"10 Source: Incidence data provided by the National Program of Cancer Registries (NPCR). ( http://www.cdc.gov/cancer/npcr/ ) EAPCs calculated by the National Cancer Institute using SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Rates are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modified by NCI. The 1969-2013 ( http://seer.cancer.gov/popdata/ ) US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with NPCR November 2014 data. ",,
"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( http://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. ",,
"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate.",,
"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity.",,
